DestinationRef,Longitude,Latitude,State,BranchDeliveryVolumeInCBM,X_km,Y_km,Cluster_K2,Cluster_K3,Cluster_K4,Cluster_K5
5151BR,153.046401,-26.41892,Queensland,185.68471902220068,15240.708296662855,-2937.6498714284653,1,1,1,1
5152BR,153.0871426,-27.4209493,Queensland,8.74786650298484,15109.984160217029,-3049.0704459376643,1,1,1,1
5153BR,153.377787,-27.976353,Queensland,25.28720022127553,15061.825912625713,-3110.8285196172806,1,1,1,1
5154BR,146.777876,-19.266403,Queensland,59.373505382322456,15406.893464021183,-2142.3262682895065,1,1,1,1
5157BR,139.50526,-20.703498,Queensland,50.7749340896697,14510.53228137727,-2302.1239413957683,1,1,1,1
5158BR,152.950185,-27.111534,Queensland,129.3313359102666,15138.5425801677,-3014.66503435146,1,1,1,1
5159BR,152.99288,-27.20832,Queensland,138.39285425678815,15129.6505176725,-3025.4271465216802,1,1,1,1
5160BR,153.118554,-26.797123,Queensland,75.24393210421951,15197.55728872104,-2979.704126270218,1,1,1,1
5161BR,153.09882,-27.458038,Queensland,207.2644460558072,15106.058664813561,-3053.194521213506,1,1,1,1
5169BR,153.53575,-28.20559,New South Wales,2.0936380301729107,15045.174758324374,-3136.3185110164995,1,1,1,1
5172BR,151.947475,-27.565474,Queensland,288.0045558090979,14977.822322446838,-3065.1408593524907,1,1,1,1
5174BR,146.758059,-19.279357,Queensland,0.6352548235957586,15403.595538467274,-2143.76668736926,1,1,1,1
5710BR,152.99352,-27.42008,Queensland,22.08916,15100.862300679717,-3048.9737841879323,1,1,1,1
5886BR,153.0230988,-27.5612781,Queensland,0.6036,15084.425702779325,-3064.674296559783,1,1,1,1
6002BR,138.559756,-34.9419902,Victoria,70.60518644679617,12629.732619859085,-3885.37203710389,0,0,0,0
6003BR,138.630459597516,-34.9133309496553,Victoria,129.11744478649493,12640.591874853179,-3882.1852738641232,0,0,0,0
6004BR,138.555723,-35.064891,Victoria,62.127836015715914,12610.407995454312,-3899.037982544448,0,0,0,0
6005BR,138.664621,-34.770631,Victoria,85.2970982257813,12665.64631133116,-3866.31776343002,0,0,0,0
6006BR,138.70676744461,-34.828920273663,Victoria,83.1260967825309,12660.540998848071,-3872.799234939142,0,0,0,0
6007BR,138.5388,-34.988,Victoria,229.75896156064732,12620.733295344866,-3890.4880934398207,0,0,0,0
6008BR,138.591483,-34.92505,Victoria,562.2978184458108,12635.233623043481,-3883.4883728075456,0,0,0,0
6009BR,138.591483,-34.92505,Victoria,1.944976552802594,12635.233623043481,-3883.4883728075456,0,0,0,0
6011BR,138.590885,-34.848834,Victoria,119.73431115013622,12646.903972589964,-3875.013540278404,0,0,0,0
6012BR,138.493,-35.1172,Victoria,67.01170920729648,12596.616943850227,-3904.8544779622976,0,0,0,0
6013BR,140.79152,-37.81515,Victoria,77.31429390346463,12367.578347051085,-4204.852830302985,0,0,0,0
6014BR,138.8755,-35.0755,Victoria,70.43561743424232,12637.869036971293,-3900.2176495212198,0,0,0,0
6015BR,138.571575,-34.845084,Victoria,58.8473936341992,12645.71809977741,-3874.5965593034875,0,0,0,0
6016BR,138.738,-34.5911,Victoria,80.18504195077313,12699.85384967259,-3846.3548270545953,0,0,0,0
6017BR,138.513634904009,-34.876970889559,Victoria,168.0274480431599,12635.531141609692,-3878.1422196489234,0,0,0,0
6018BR,138.592294464357,-34.9856062508313,Victoria,91.72482041578044,12625.975754354255,-3890.2219206766026,0,0,0,0
6019BR,138.61429079165,-35.5580898660244,Victoria,43.84487784519517,12539.049117391474,-3953.8791942732105,0,0,0,0
6020BR,137.5306504,-33.0311957,Victoria,25.51379072162647,12821.0094937587,-3672.9013828435636,0,0,0,0
6021BR,138.638427257538,-34.8703872899351,Victoria,46.42369911137891,12647.92780077037,-3877.4101567716866,0,0,0,0
6022BR,135.860228,-34.723849,Victoria,34.41808600186806,12416.52298322055,-3861.1158423717343,0,0,0,0
6023BR,139.255264403548,-35.1239443107224,Victoria,68.1071263548169,12664.900037728201,-3905.6044110983435,0,0,0,0
6024BR,140.76115,-36.9518,Victoria,28.32000690912978,12508.103475390211,-4108.852690384405,0,0,0,0
6026BR,140.602910426042,-34.2677208441703,Victoria,42.033862416487565,12920.455110184119,-3810.3967055437324,0,0,0,0
6028BR,137.696,-33.9594,Victoria,62.558928620159165,12699.538150096289,-3776.112991893228,0,0,0,0
6029BR,138.505468,-34.851976,Victoria,71.8252290475159,12638.626754733115,-3875.362914737922,0,0,0,0
6030BR,138.638427257538,-34.8703872899351,Victoria,1.7264395075432277,12647.92780077037,-3877.4101567716866,0,0,0,0
6031BR,138.493,-35.1172,Victoria,1.9583781538489031,12596.616943850227,-3904.8544779622976,0,0,0,0
6032BR,138.506882,-35.110178,Victoria,152.14514769205738,12598.965289996528,-3904.073667187399,0,0,0,0
6033BR,138.62658,-34.921259,Victoria,178.84097045820207,12639.01725441516,-3883.0668328406364,0,0,0,0
6037BR,138.478,-35.191,Victoria,60.481354011966225,12583.832934605407,-3913.0606635486665,0,0,0,0
6041BR,138.682682,-34.876209,Victoria,47.951717388169094,12651.069259361258,-3878.0575013952994,0,0,0,0
6042BR,138.615797,-35.017856,Victoria,33.643533236911146,12623.140516261812,-3893.8079291697213,0,0,0,0
6043BR,138.591483,-34.92505,Victoria,101.92534611337429,12635.233623043481,-3883.4883728075456,0,0,0,0
6044BR,138.607695,-34.796821,Victoria,373.0237317234376,12656.427609897039,-3869.229958558841,0,0,0,0
6045BR,138.5744477,-34.9378904839086,Victoria,316.8849530573156,12631.703220527861,-3884.9161694738436,0,0,0,0
6046BR,137.550618,-33.036513,Victoria,68.53433576669589,12822.097147903844,-3673.492639627011,0,0,0,0
6047BR,138.501561,-35.116342,Victoria,167.8133201090082,12597.528273920821,-3904.7590727152374,0,0,0,0
6048BR,138.60734,-34.827509,Victoria,188.34040392073533,12651.68251403802,-3872.642308467709,0,0,0,0
6050BR,138.561516,-34.844707,Victoria,87.50605586561669,12644.858062303325,-3874.5546388161424,0,0,0,0
6052BR,138.6686,-34.71427,Victoria,112.39930482191957,12674.653639805412,-3860.0507061694057,0,0,0,0
6053BR,138.502156,-35.116265,Victoria,187.83666980346365,12597.594298418027,-3904.750510705885,0,0,0,0
6055BR,138.6051426,-34.71777356,Victoria,7.051125907471974,12668.316750817907,-3860.4402842666004,0,0,0,0
6056BR,138.561516,-34.844707,Victoria,0.9909699999999999,12644.858062303325,-3874.5546388161424,0,0,0,0
6091BR,138.561516,-34.844707,Victoria,56.77640184415538,12644.858062303325,-3874.5546388161424,0,0,0,0
6092BR,138.561516,-34.844707,Victoria,137.0364028187022,12644.858062303325,-3874.5546388161424,0,0,0,0
6702BR,138.59110876608,-34.92531686128,Victoria,203.2520410488799,12635.158411954144,-3883.518046428,0,0,0,0
6886BR,138.60734,-34.827509,Victoria,7.69128,12651.68251403802,-3872.642308467709,0,0,0,0
7001BR,115.8086719,-31.9035783,Western Australia,119.83081926793679,10932.069328319734,-3547.5160487674357,0,0,3,3
7002BR,115.648114693132,-33.3330832778888,Western Australia,189.82724576716066,10743.972673562323,-3706.4697499218123,0,0,3,3
7003BR,115.9515,-32.02575,Western Australia,205.94044543056555,10930.997712335326,-3561.100921986977,0,0,3,3
7004BR,121.48197,-30.75338,Western Australia,101.6351929482245,11608.607961757172,-3419.61983317224,0,0,3,3
7005BR,117.87343,-34.992945,Western Australia,146.8644531265385,10737.491986608817,-3891.037952352078,0,0,3,3
7006BR,114.6274,-28.7488,Western Australia,174.1651580736551,11174.874768696194,-3196.72070711909,0,0,3,3
7007BR,115.762638,-31.748977,Western Australia,109.1763709739084,10946.040189354202,-3530.325168554782,0,0,3,3
7008BR,115.740182969469,-32.5188987608602,Western Australia,95.65204868547298,10851.93129373022,-3615.9365622756823,0,0,3,3
7009BR,115.3435,-33.667,Western Australia,153.8518404853281,10674.417668138974,-3743.599595342359,0,0,3,3
7010BR,115.822323679217,-32.0443539777051,Western Australia,208.51402101337297,10916.6018112254,-3563.1695899231927,0,0,3,3
7011BR,116.033035,-31.886504,Western Australia,126.93142257882272,10955.28020191567,-3545.617473231429,0,0,3,3
7012BR,115.866239064608,-31.9462577949671,Western Australia,164.20536203691887,10932.428533915001,-3552.261792079529,0,0,3,3
7013BR,115.778988,-32.276531,Western Australia,140.63517184611456,10884.748250443046,-3588.986496885826,0,0,3,3
7014BR,115.7609,-32.0764,Western Australia,121.84061032047138,10906.990894515026,-3566.7329450215234,0,0,3,3
7015BR,115.92436,-31.957701,Western Australia,129.57626539501592,10936.550048162278,-3553.5342184237415,0,0,3,3
7016BR,115.92436,-31.957701,Western Australia,24.525208702376204,10936.550048162278,-3553.5342184237415,0,0,3,3
7017BR,115.895253,-31.898091,Western Australia,89.11857188849133,10940.89459840984,-3546.9058888464597,0,0,3,3
7018BR,115.786360291873,-31.9822080499803,Western Australia,150.58328419181362,10920.615075846663,-3556.2592780485757,0,0,3,3
7019BR,116.009594019996,-32.1304857430033,Western Australia,74.59731841807677,10923.951401365166,-3572.7470052472922,0,0,3,3
7020BR,115.8962,-31.8559,Western Australia,81.62670298739731,10945.995471362341,-3542.2144636963985,0,0,3,3
7021BR,115.8314,-31.7985,Western Australia,97.64662146328857,10946.680005086238,-3535.8318749070013,0,0,3,3
7022BR,115.907098383994,-32.0602567416799,Western Australia,70.97403776959221,10922.69367819943,-3564.937896596816,0,0,3,3
7023BR,115.92436,-31.957701,Western Australia,1.3079490150864554,10936.550048162278,-3553.5342184237415,0,0,3,3
7024BR,115.813137477004,-31.9090090033162,Western Australia,152.63519364837705,10931.845738472932,-3548.119915424309,0,0,3,3
7025BR,115.813137477004,-31.9090090033162,Western Australia,1.32927,10931.845738472932,-3548.119915424309,0,0,3,3
7026BR,115.907098383994,-32.0602567416799,Western Australia,2.5656375700008267,10922.69367819943,-3564.937896596816,0,0,3,3
7027BR,115.722242,-31.692504,Western Australia,135.41786935481966,10948.888941717469,-3524.045657462384,0,0,3,3
7028BR,115.76197,-32.37033,Western Australia,57.6151533156452,10871.880643213495,-3599.4164698101595,0,0,3,3
7029BR,115.8962,-31.8559,Western Australia,2.084429507543228,10945.995471362341,-3542.2144636963985,0,0,3,3
7031BR,115.867,-32.12059,Western Australia,64.46558145868102,10911.707460744397,-3571.6466488299466,0,0,3,3
7034BR,115.81279,-31.90929,Western Australia,168.45865440301125,10931.779556355801,-3548.151160829951,0,0,3,3
7036BR,115.8086719,-31.9035783,Western Australia,3.1701095075432275,10932.069328319734,-3547.5160487674357,0,0,3,3
7037BR,115.07111,-33.96176,Western Australia,87.14668190812493,10612.577066435719,-3776.375411920109,0,0,3,3
7038BR,115.8104,-31.858331,Western Australia,184.82593663654737,10937.603577035283,-3542.4847785630714,0,0,3,3
7040BR,115.8361,-31.796935,Western Australia,8.747709566927396,10947.309561659935,-3535.657854846802,0,0,3,3
7042BR,118.601259,-20.378283,Western Australia,112.49319637861836,12362.483556031166,-2265.9616833270584,0,0,3,3
7044BR,115.913818,-32.063104,Western Australia,11.99030003251453,10922.98691015486,-3565.2544972768583,0,0,3,3
7045BR,115.8640299,-32.0974523,Western Australia,0.00909,10914.193169666505,-3569.073853975723,0,0,3,3
7046BR,116.879768,-20.760458,Western Australia,195.43745661740695,12152.585403560633,-2308.457604417443,0,0,3,3
7047BR,115.680652,-33.35966,Western Australia,0.34971307532249163,10743.715647191122,-3709.42494658742,0,0,3,3
7048BR,115.841914,-31.942524,Western Australia,115.68791973793981,10930.577502738732,-3551.8466130220563,0,0,3,3
7049BR,115.967225,-31.778598,Western Australia,68.83309876972774,10961.875732273831,-3533.6188734769207,0,0,3,3
7050BR,115.9228525,-31.9482688,Western Australia,302.12913907576336,10937.530836521108,-3552.485405636645,0,0,3,3
7051BR,115.648967,-33.338791,Western Australia,219.74034498869958,10743.347856333572,-3707.104419663275,0,0,3,3
7052BR,115.898607,-31.86567,Western Australia,278.88811695612884,10945.062821452462,-3543.300838129716,0,0,3,3
7053BR,115.784356,-32.061307,Western Australia,287.3856365614234,10911.001578139188,-3565.0546799936774,0,0,3,3
7054BR,115.810795,-31.9035783,Western Australia,185.75982392870972,10932.269744022722,-3547.5160487674357,0,0,3,3
7055BR,115.865552,-32.122104,Western Australia,299.95588550887146,10911.39007859604,-3571.8149979488867,0,0,3,3
7056BR,115.841953,-31.79159,Western Australia,371.89900746426804,10948.495821628885,-3535.0635179638875,0,0,3,3
7057BR,115.778988,-32.276531,Western Australia,1.4069680301729108,10884.748250443046,-3588.986496885826,0,0,3,3
7059BR,116.842559,-20.730956,Western Australia,161.62496193422612,12151.086270947188,-2305.1771316915747,0,0,3,3
7061BR,115.8640299,-32.0974523,Western Australia,16.65798028441342,10914.193169666505,-3569.073853975723,0,0,3,3
7067BR,115.838534,-31.795538,Western Australia,211.02833921295948,10947.705069319167,-3535.50251553428,0,0,3,3
7091BR,115.813137477004,-31.9090090033162,Western Australia,34.2702241066152,10931.845738472932,-3548.119915424309,0,0,3,3
7701BR,115.92436,-31.957701,Western Australia,1.47966,10936.550048162278,-3553.5342184237415,0,0,3,3
8001BR,147.318827946521,-42.8792036365435,Victoria,159.40333035417186,12003.909688224723,-4767.949902942551,0,0,0,0
8002BR,147.298858,-42.836275,Victoria,70.17004366596213,12010.62953436942,-4763.176456351146,0,0,0,0
8003BR,147.291789778706,-42.842417039517,Victoria,105.35228173362218,12008.859409147422,-4763.859419984687,0,0,0,0
8004BR,147.1331299,-41.4133077,Victoria,102.0529937809849,12269.647068578115,-4604.949711810039,0,0,0,0
8005BR,147.393221543298,-42.8629519088409,Victoria,142.0373181838525,12013.134271135954,-4766.142793272813,0,0,0,0
8007BR,147.298858,-42.836275,Victoria,1.4318833097357255,12010.62953436942,-4763.176456351146,0,0,0,0
8009BR,145.945436,-41.066891,Victoria,73.38719813716799,12235.284827324364,-4566.4299322650895,0,0,0,0
8010BR,147.315507531166,-42.9730314644667,Victoria,82.27132180063182,11985.369726416046,-4778.383081385689,0,0,0,0
8011BR,146.33856,-41.18015,Victoria,90.32890110174503,12247.087320415902,-4579.023758461925,0,0,0,0
8014BR,147.151822,-41.476459,Victoria,15.094273031443329,12259.26863868469,-4611.971815981048,0,0,0,0
8015BR,147.143055,-41.451846,Victoria,88.2327534082644,12263.19223048414,-4609.234975251546,0,0,0,0
8017BR,147.468873,-42.830154,Victoria,9.693311947787693,12025.683411445525,-4762.495832205153,0,0,0,0
8018BR,146.33856,-41.18015,Victoria,202.3631492509546,12247.087320415902,-4579.023758461925,0,0,0,0
8019BR,147.289587,-42.841069,Victoria,327.8076711949845,12008.941831765864,-4763.709524829479,0,0,0,0
8020BR,147.151837,-41.476456,Victoria,260.9490160259078,12259.270455769532,-4611.971482396268,0,0,0,0
9001BR,130.929296658896,-12.4368611073182,Queensland,73.04987492835129,14217.038637906751,-1382.9158585168127,1,1,1,4
9003BR,130.9907,-12.4735,Queensland,100.50203922598197,14221.69731168917,-1386.9899175009032,1,1,1,4
9004BR,133.863,-23.6897,Queensland,61.47888027379695,13630.60907013641,-2634.174453731603,1,2,2,2
9005BR,130.841039394597,-12.4472938875892,Queensland,52.99566807595411,14206.8844024386,-1384.0759307537455,1,1,1,4
9006BR,130.855646,-12.401724,Queensland,59.925820934003276,14210.960297030919,-1379.0087904460636,1,1,1,4
9007BR,130.929296658896,-12.4368611073182,Queensland,19.455356991451175,14217.038637906751,-1382.9158585168127,1,1,1,4
9008BR,130.869043,-12.428968,Queensland,289.2880288203117,14210.92755960352,-1382.0381850275678,1,1,1,4
9009BR,130.919819,-12.433273,Queensland,1.1012147566057373,14216.205811096563,-1382.5168791867727,1,1,1,4
9010BR,130.99232,-12.472446,Queensland,27.262455826419636,14221.93106647325,-1386.87271804822,1,1,1,4
9012BR,132.288114,-14.476948,Queensland,49.38718180359667,14242.706993096326,-1609.7631708970912,1,1,1,4
9014BR,130.929319,-12.436948,Queensland,0.3022190150864554,14217.03630876617,-1382.9255205421914,1,1,1,4
